date-time,OR.PA,AIR.PA,AI.PA,ALO.PA,MT.AS,ATO.PA,CS.PA,BNP.PA,EN.PA,CAP.PA,CA.PA,ACA.PA,BN.PA,DSY.PA,ENGI.PA,EL.PA,RMS.PA,KER.PA,LR.PA,MC.PA,ML.PA,ORA.PA,RI.PA,PUB.PA,RNO.PA,SAF.PA,SGO.PA,SAN.PA,SU.PA,GLE.PA,STLA.PA,SW.PA,TEP.PA,HO.PA,TTE.PA,URW.AS,VIE.PA,VIV.PA,WLN.PA,FR.PA
2025-03-07 08:00:00+00:00,363.4,173.68,179.94,24.0,31.7,0.01,38.56,76.89,36.15,155.85,13.08,16.48,70.88,40.02,16.92,269.6,2556.0,254.5,105.65,645.6,34.3,11.63,103.9,92.42,48.49,259.3,105.75,109.9,221.9,41.53,,74.8,105.65,247.2,56.78,,30.52,2.95,6.92,9.76
2025-03-07 08:02:00+00:00,363.75,173.76,180.1,,31.72,0.01,38.6,76.91,,155.9,,,,40.1,16.93,269.9,,254.75,,645.6,34.32,,,,,259.3,,,221.85,41.58,,,,247.7,56.79,,,,,9.75
2025-03-07 08:04:00+00:00,363.2,173.98,179.62,25.12,31.69,0.01,38.55,76.89,36.1,155.4,13.06,16.52,70.68,39.94,16.86,268.9,2558.0,254.75,105.75,646.3,34.33,11.66,103.85,92.32,48.59,258.0,105.75,109.5,222.6,41.66,,,106.05,245.0,56.78,,30.46,2.9,6.93,9.76
2025-03-07 08:06:00+00:00,362.7,173.22,179.32,25.24,31.7,0.0,38.43,76.7,36.06,155.2,13.04,16.49,70.6,39.93,16.86,268.9,2551.0,254.95,105.6,643.9,34.26,11.64,103.55,92.18,48.41,257.6,105.9,109.5,222.25,41.62,,74.4,105.8,245.2,56.67,,30.43,2.92,6.97,9.73
2025-03-07 08:08:00+00:00,361.6,173.16,179.22,25.29,31.73,0.01,38.45,76.73,35.98,154.75,13.03,16.49,70.58,39.81,16.83,268.3,2545.0,254.1,105.5,641.9,34.2,11.62,103.65,92.12,48.3,256.8,105.4,109.54,221.75,41.63,,74.3,105.85,244.7,56.78,,30.4,2.89,6.99,9.71
2025-03-07 08:10:00+00:00,360.85,173.2,179.3,25.17,31.73,0.01,38.39,76.62,35.79,155.0,13.01,16.49,70.52,39.86,16.83,267.8,2538.0,252.6,105.45,638.5,34.21,11.61,103.3,91.98,48.36,257.3,105.3,109.38,222.05,41.48,,74.15,105.7,245.0,56.79,,30.37,2.92,7.02,9.72
2025-03-07 08:12:00+00:00,360.2,173.4,179.02,25.03,31.65,0.01,38.45,76.73,35.81,154.3,13.01,16.5,70.64,39.87,16.83,267.9,2534.0,252.3,105.6,639.5,34.2,11.61,103.15,92.16,48.29,257.7,105.15,109.28,222.65,41.65,,74.05,105.7,244.7,56.84,,30.37,2.94,7.01,9.69
2025-03-07 08:14:00+00:00,358.95,173.42,178.98,24.97,31.53,0.0,38.42,76.63,35.85,154.25,13.0,16.5,70.6,39.95,16.81,268.0,2532.0,252.0,105.45,637.2,34.26,11.62,103.15,92.08,48.4,257.7,105.05,109.18,222.9,41.54,,74.1,105.6,244.3,56.81,,30.38,2.95,7.07,9.72
2025-03-07 08:16:00+00:00,358.1,173.46,178.74,25.06,31.5,0.0,38.4,76.69,35.79,154.2,13.01,16.5,70.7,39.96,16.8,268.4,2534.0,251.6,105.35,637.2,34.24,11.6,102.95,92.1,48.29,257.4,105.05,109.08,222.95,41.6,,,105.4,244.8,56.79,,30.38,2.94,7.09,9.74
2025-03-07 08:18:00+00:00,357.95,172.94,178.88,25.04,31.44,0.0,38.42,76.69,35.72,153.85,13.01,16.5,70.68,39.87,16.8,268.3,2532.0,251.1,105.25,637.0,34.24,11.61,102.75,92.12,48.16,256.8,105.0,109.02,222.5,41.53,,74.2,105.3,244.4,56.75,,30.35,2.93,7.1,9.72
2025-03-07 08:20:00+00:00,357.2,172.7,178.78,24.95,31.36,0.0,38.41,76.59,35.73,153.85,13.0,16.5,70.69,39.86,16.81,268.2,2532.0,251.0,105.0,636.8,34.2,11.62,102.45,92.06,48.18,256.1,105.0,109.0,222.55,41.54,,74.1,105.35,244.2,56.75,,30.29,2.91,7.08,9.73
2025-03-07 08:22:00+00:00,356.75,172.72,178.88,24.91,31.36,0.0,38.43,76.73,35.78,153.65,12.99,16.5,70.7,39.83,16.83,267.6,2529.0,250.9,105.05,636.7,34.24,11.62,102.3,92.08,48.27,256.5,105.25,108.96,222.65,41.63,,74.15,105.5,243.5,56.74,,30.32,2.91,7.06,9.73
2025-03-07 08:24:00+00:00,356.1,172.86,178.74,24.8,31.26,0.0,38.43,76.78,35.82,153.5,12.99,16.51,70.68,39.82,16.84,267.8,2522.0,249.95,104.95,635.4,34.21,11.62,102.25,92.14,48.18,256.3,105.15,108.82,222.5,41.61,,74.15,105.3,243.1,56.7,,30.31,2.9,7.05,9.71
2025-03-07 08:26:00+00:00,356.2,172.66,178.62,24.8,31.22,0.0,38.45,76.81,35.8,153.75,12.99,16.51,70.68,39.85,16.85,268.2,2521.0,250.0,104.9,635.8,34.26,11.62,102.05,92.32,48.27,256.3,105.0,108.74,222.35,41.64,,74.15,105.15,242.5,56.78,,30.32,2.9,7.04,9.66
2025-03-07 08:28:00+00:00,355.55,172.8,178.68,24.69,31.25,0.0,38.45,76.77,35.61,153.65,12.96,16.5,70.68,39.87,16.82,268.1,2526.0,249.5,104.9,635.9,34.21,11.61,101.95,92.22,48.18,256.2,104.9,108.78,222.45,41.6,,74.1,104.65,243.1,56.78,,30.29,2.91,7.04,9.67
2025-03-07 08:30:00+00:00,355.4,172.48,179.14,24.77,31.26,0.0,38.45,76.82,35.77,153.6,12.96,16.51,70.62,39.84,16.78,268.2,2530.0,249.5,104.75,636.9,34.24,11.61,101.9,92.26,48.22,256.1,104.8,108.86,222.25,41.63,,74.1,104.25,244.2,56.84,,30.25,2.91,7.07,9.69
2025-03-07 08:32:00+00:00,355.6,172.2,179.24,24.68,31.18,0.0,38.43,76.75,35.76,153.7,12.95,16.5,70.6,39.83,16.78,268.0,2535.0,249.15,104.8,637.8,34.26,11.6,101.85,92.34,48.14,256.0,105.0,108.78,222.4,41.6,,74.1,104.0,244.1,56.88,,30.26,2.91,7.04,9.67
2025-03-07 08:34:00+00:00,355.85,172.48,179.4,24.71,31.15,0.0,38.43,76.81,35.73,153.7,12.98,16.51,70.62,39.81,16.78,268.2,2536.0,249.2,104.9,637.1,34.26,11.61,101.8,92.48,48.14,255.9,105.05,108.86,222.55,41.6,,74.1,103.95,244.1,56.88,,30.28,2.91,7.02,9.66
2025-03-07 08:36:00+00:00,354.9,172.16,179.16,24.69,31.0,0.0,38.38,76.58,35.74,153.5,12.95,16.49,70.6,39.74,16.76,268.3,2532.0,248.25,104.65,635.3,34.18,11.61,101.7,92.4,47.98,255.6,105.0,108.84,222.2,41.5,,74.05,103.75,243.2,56.9,,30.25,2.91,6.97,9.65
2025-03-07 08:38:00+00:00,354.15,171.96,179.14,24.68,31.04,0.0,38.35,76.49,35.74,153.5,12.98,16.48,70.6,39.7,16.75,267.6,2526.0,248.05,,634.1,34.18,11.62,101.7,92.06,47.96,255.6,105.0,108.76,221.95,41.49,,74.1,103.6,242.8,56.86,,30.28,2.91,6.97,9.67
2025-03-07 08:40:00+00:00,354.0,172.06,179.22,24.77,31.06,0.0,38.35,76.56,35.77,153.55,12.98,16.49,70.6,39.71,16.81,268.0,2528.0,247.8,104.65,633.9,34.2,11.62,101.75,92.28,48.0,255.9,105.05,108.76,222.55,41.53,,74.05,103.8,243.2,56.87,,30.3,2.92,7.0,9.67
2025-03-07 08:42:00+00:00,353.35,172.06,179.22,24.73,31.2,0.0,38.36,76.58,35.79,153.6,12.98,16.49,70.58,39.66,16.81,267.8,2524.0,247.3,104.7,633.2,34.22,11.63,101.65,92.22,48.01,256.1,104.95,108.78,222.15,41.6,,74.1,103.45,243.0,56.83,,30.32,2.92,7.01,9.67
2025-03-07 08:44:00+00:00,353.05,172.24,179.26,24.77,31.31,0.0,38.38,76.71,,154.0,12.97,16.49,70.62,39.75,16.83,267.7,2523.0,246.9,104.8,632.2,34.22,11.63,101.55,92.24,48.02,256.2,104.9,108.9,222.25,41.69,,74.15,103.4,243.0,56.9,,30.33,2.92,7.01,9.66
2025-03-07 08:46:00+00:00,353.35,172.46,179.42,24.77,31.21,0.0,38.44,76.76,35.85,154.1,12.97,16.51,70.66,39.72,16.82,268.1,2529.0,247.6,104.85,632.6,34.23,11.64,101.7,92.3,48.07,256.3,104.85,108.98,222.65,41.74,,74.2,103.95,243.2,56.91,,30.33,2.92,,9.66
2025-03-07 08:48:00+00:00,353.4,172.36,179.46,24.78,31.2,0.0,38.44,76.73,35.9,154.2,12.98,16.5,70.66,39.71,16.83,268.1,2532.0,247.45,104.8,633.8,34.22,11.65,101.7,92.28,48.0,256.1,104.85,109.0,222.6,41.78,,,103.85,242.9,56.91,,30.32,2.94,7.03,9.66
2025-03-07 08:50:00+00:00,353.3,172.2,179.64,24.68,31.11,0.0,38.45,76.77,35.86,154.15,12.98,16.52,70.72,39.71,16.85,268.2,2533.0,247.6,104.8,634.0,34.24,11.65,101.65,92.34,47.99,256.3,104.8,109.0,222.65,41.79,,74.15,104.0,242.9,56.88,,30.32,2.96,7.02,9.67
2025-03-07 08:52:00+00:00,353.4,172.18,179.6,24.7,31.16,0.0,38.45,76.67,35.84,154.35,12.98,16.5,70.7,39.68,16.86,267.9,2527.0,247.4,104.85,633.0,34.31,11.64,101.6,92.42,47.96,256.1,104.8,108.98,222.4,41.72,,74.15,104.0,243.2,56.88,,30.32,2.96,7.03,9.7
2025-03-07 08:54:00+00:00,353.55,172.14,179.64,24.77,31.26,0.0,38.47,76.72,35.9,154.25,12.98,16.51,70.7,39.69,16.86,267.9,2528.0,247.9,105.1,633.3,34.33,11.64,101.55,92.5,47.97,256.1,104.85,109.0,222.7,41.74,,74.25,104.2,243.2,56.98,,30.38,2.95,7.05,9.72
2025-03-07 08:56:00+00:00,353.5,172.22,179.62,24.83,31.3,0.0,38.51,76.76,35.94,154.3,13.01,16.53,70.7,39.69,16.88,268.0,2528.0,247.9,105.2,634.7,34.33,11.65,,92.6,48.03,256.2,104.85,108.94,223.1,41.72,,74.4,104.2,243.1,56.97,,30.42,2.95,7.05,9.71
2025-03-07 08:58:00+00:00,352.7,172.14,179.56,24.84,31.23,0.0,38.48,76.63,35.91,154.3,12.99,16.51,70.68,39.69,16.89,268.0,2528.0,247.5,105.15,634.0,34.29,11.65,101.5,92.62,47.95,256.2,104.65,108.92,222.95,41.68,,74.4,104.15,242.5,56.95,,30.42,2.95,7.07,9.71
2025-03-07 09:00:00+00:00,352.45,172.38,179.68,24.78,31.16,0.0,38.47,76.66,35.88,154.1,12.99,16.5,70.62,39.62,16.91,268.3,2530.0,247.7,105.15,633.5,34.26,11.65,101.35,92.64,47.93,256.3,104.6,108.96,223.05,41.65,,74.3,104.15,241.9,56.9,,30.43,2.96,7.06,9.71
2025-03-07 09:02:00+00:00,353.95,172.8,179.9,24.82,31.33,0.0,38.54,76.87,35.93,154.35,13.02,16.54,70.7,39.7,16.92,268.3,2537.0,248.45,105.3,635.0,34.32,11.64,101.5,92.8,48.06,256.6,104.55,109.1,223.8,41.74,,74.35,103.95,242.7,57.0,,30.48,2.96,7.06,9.73
2025-03-07 09:04:00+00:00,353.85,172.8,179.92,24.67,31.28,0.0,38.53,76.76,35.91,154.15,13.01,16.53,70.68,39.64,16.89,268.6,2528.0,247.45,105.3,633.2,34.32,11.64,101.3,92.78,48.0,256.6,104.6,109.06,223.8,41.71,,74.35,103.75,242.4,56.98,,30.44,2.96,7.05,
2025-03-07 09:06:00+00:00,353.5,172.8,180.06,24.61,31.26,0.0,38.55,76.76,35.88,154.0,13.0,16.53,70.6,39.52,16.89,268.7,2528.0,247.65,105.3,633.7,34.3,11.64,101.3,92.82,47.94,256.6,104.7,108.96,224.1,41.7,,74.35,103.65,243.1,56.97,,30.42,2.95,7.05,9.72
2025-03-07 09:08:00+00:00,353.5,172.8,180.14,24.76,31.31,0.0,38.58,76.85,35.9,154.0,13.01,16.54,70.56,39.5,16.88,268.7,2531.0,247.6,105.25,634.9,34.33,11.65,101.35,92.86,48.02,256.6,104.75,109.0,223.85,41.76,,74.4,103.5,243.0,57.03,,30.42,2.95,7.03,9.74
2025-03-07 09:10:00+00:00,354.2,172.98,180.04,24.84,31.31,0.0,38.61,76.93,35.9,153.95,13.0,16.55,70.52,39.46,16.88,269.1,2533.0,248.1,105.3,635.1,34.35,11.65,101.45,92.66,48.01,256.9,104.75,109.0,224.1,41.84,,74.4,103.65,244.0,57.03,,30.45,2.95,7.04,9.76
2025-03-07 09:12:00+00:00,354.55,173.32,180.22,24.77,31.45,0.0,38.64,76.97,35.9,154.1,13.0,16.56,70.56,39.54,16.89,269.0,2536.0,248.5,105.3,635.8,34.36,11.65,101.35,92.86,48.07,257.2,104.8,109.0,224.15,41.88,,74.4,103.15,244.7,57.06,,30.45,2.95,7.03,9.77
2025-03-07 09:14:00+00:00,354.3,173.06,180.22,24.65,31.38,0.0,38.62,76.95,35.91,154.2,13.0,16.55,70.58,39.61,16.86,269.1,2538.0,249.1,105.25,636.5,34.37,11.65,101.25,92.82,48.06,257.1,104.8,108.98,224.75,41.88,,74.35,103.15,245.0,57.02,,30.43,2.95,7.04,9.76
2025-03-07 09:16:00+00:00,353.95,173.14,180.14,24.61,31.34,0.0,38.59,76.97,35.87,154.05,12.99,16.56,70.56,39.6,16.86,268.9,2538.0,249.1,105.25,636.2,34.39,11.65,101.3,92.84,48.08,257.1,104.75,109.02,224.95,41.87,,74.3,103.1,244.4,57.01,,30.43,2.95,,
2025-03-07 09:18:00+00:00,354.35,173.18,180.28,24.56,31.38,0.0,38.59,77.03,35.91,154.2,13.01,16.56,70.62,39.62,16.85,269.0,2541.0,249.7,105.25,637.4,34.44,11.65,101.4,92.86,48.08,256.9,104.8,109.06,224.55,41.85,,74.3,103.1,243.1,57.06,,30.45,,7.08,9.78
2025-03-07 09:20:00+00:00,353.3,172.9,180.06,24.53,31.34,0.0,38.58,76.99,35.88,154.25,13.01,16.55,70.62,39.61,16.85,268.7,2539.0,248.8,105.25,636.9,34.4,11.65,101.35,92.9,48.05,256.5,104.85,109.02,224.3,41.81,,,103.05,241.9,57.01,,30.42,2.95,7.07,9.78
2025-03-07 09:22:00+00:00,354.25,172.56,179.98,24.67,31.32,0.0,38.56,76.92,35.86,154.2,12.99,16.55,70.66,39.54,16.84,268.8,2541.0,249.4,105.1,637.5,34.41,11.65,101.3,92.86,48.02,256.2,104.65,109.02,223.8,41.74,,,103.05,240.8,56.92,,30.42,2.95,7.07,9.8
2025-03-07 09:24:00+00:00,354.25,172.66,180.0,24.56,31.28,0.0,38.57,76.9,35.85,154.25,13.01,16.53,70.64,39.54,16.83,268.9,2546.0,249.65,,638.6,34.39,11.62,101.5,92.96,48.0,256.5,104.6,108.96,223.85,41.73,,,103.15,240.9,56.91,,30.47,2.94,7.07,9.81
2025-03-07 09:26:00+00:00,355.15,172.58,180.18,24.66,31.31,0.0,38.6,76.94,35.89,154.25,13.02,16.55,70.68,39.6,16.83,269.0,2555.0,251.05,105.3,641.5,34.44,11.62,101.65,92.98,48.08,256.1,104.65,108.96,224.15,41.72,,74.25,103.3,240.7,56.92,,30.43,2.93,7.07,9.82
2025-03-07 09:28:00+00:00,356.05,172.58,180.16,24.64,31.3,0.0,38.62,76.96,35.87,154.2,13.02,16.55,70.64,39.58,16.83,269.1,2554.0,251.35,105.25,642.2,34.44,11.62,101.75,92.94,48.13,256.1,104.7,108.94,223.9,41.73,,,103.45,241.5,56.95,,30.43,2.93,,
2025-03-07 09:30:00+00:00,357.75,172.86,180.34,24.44,31.26,0.0,38.67,77.01,35.88,154.35,13.01,16.55,70.7,39.7,16.85,269.4,2561.0,252.35,105.2,644.0,34.44,11.62,101.85,92.88,48.14,256.5,104.65,109.02,224.2,41.72,,74.3,103.45,242.1,56.99,,30.48,2.93,7.08,9.84
2025-03-07 09:32:00+00:00,359.05,172.68,180.14,24.52,31.26,0.0,38.69,77.05,35.89,154.25,13.02,16.57,70.7,39.69,16.86,269.5,2561.0,252.25,105.2,643.9,34.44,11.64,101.85,92.98,48.22,256.7,104.6,109.0,224.1,41.75,,74.2,103.35,241.9,56.95,,30.48,2.93,7.08,9.86
2025-03-07 09:34:00+00:00,358.65,172.78,180.16,24.58,31.26,0.0,38.66,77.03,35.92,154.4,13.01,16.56,70.72,39.72,16.86,269.5,2559.0,251.8,105.2,643.6,34.45,11.64,101.8,92.96,48.23,256.4,104.6,109.06,224.0,41.74,,,103.3,242.0,56.95,,30.48,2.93,,9.84
2025-03-07 09:36:00+00:00,357.8,172.8,180.18,24.59,31.26,0.0,38.65,77.0,35.75,154.4,13.02,16.57,70.72,39.72,16.83,269.4,2559.0,251.8,105.3,643.5,34.45,11.64,101.8,92.92,48.24,256.5,104.65,109.02,224.1,41.74,,74.1,102.9,241.6,56.94,,30.46,2.93,7.07,
2025-03-07 09:38:00+00:00,357.1,172.66,180.08,24.53,31.23,0.0,38.66,77.09,35.79,154.35,13.01,16.58,70.68,39.71,16.83,269.1,2552.0,251.55,105.2,642.2,34.44,11.64,101.75,92.88,48.16,256.2,104.55,109.02,223.9,41.8,,74.1,102.85,241.6,56.91,,30.45,2.93,,9.84
2025-03-07 09:40:00+00:00,357.3,172.7,180.04,24.57,31.28,0.0,38.67,77.13,35.79,154.2,13.01,16.59,70.74,39.68,16.83,269.2,2555.0,251.55,,642.5,34.45,11.64,101.8,92.9,48.11,256.0,104.55,109.0,223.5,41.8,,74.1,103.25,240.9,56.9,,30.49,2.93,7.07,9.85
2025-03-07 09:42:00+00:00,357.5,172.42,180.12,24.61,31.29,0.0,38.65,77.14,35.75,154.25,13.02,16.59,70.72,39.67,16.83,269.1,2555.0,251.55,105.05,642.6,34.48,11.64,,92.9,48.09,256.0,104.6,109.06,223.9,41.78,,74.1,102.95,241.0,56.94,,30.5,2.93,7.06,9.84
2025-03-07 09:44:00+00:00,357.2,172.46,180.2,24.66,31.32,0.0,38.64,77.15,35.76,154.45,13.01,16.59,70.72,39.69,16.83,269.1,2553.0,251.0,105.2,642.2,34.51,11.65,101.75,92.9,48.06,256.0,104.6,109.04,224.0,41.78,,74.1,102.95,240.5,56.97,,30.5,2.93,7.06,9.85
2025-03-07 09:46:00+00:00,357.15,172.34,180.34,24.7,31.31,0.0,38.67,77.19,35.76,154.55,13.01,16.6,70.7,39.72,16.83,269.0,2557.0,251.6,105.3,642.7,34.5,11.65,101.8,92.9,48.01,256.1,104.55,109.06,224.3,41.76,,74.15,102.85,240.7,57.0,,30.47,2.93,7.05,9.86
2025-03-07 09:48:00+00:00,357.25,172.32,180.18,24.62,31.36,0.0,38.68,77.24,35.76,154.55,13.01,16.61,70.72,39.72,16.83,269.0,2554.0,251.6,105.25,642.5,34.52,11.65,101.8,92.92,48.05,256.1,104.4,109.02,224.2,41.81,,,102.85,240.9,56.99,,30.47,2.93,,9.87
2025-03-07 09:50:00+00:00,357.5,172.22,180.1,24.66,31.33,0.0,38.68,77.22,35.75,154.6,13.01,16.6,70.72,39.75,16.82,268.8,2554.0,251.4,105.3,642.6,34.49,11.65,101.8,92.94,48.02,256.1,104.6,108.96,224.05,41.81,,74.05,102.85,240.6,56.97,,30.48,2.93,7.06,9.87
2025-03-07 09:52:00+00:00,357.85,172.26,180.3,24.64,31.34,0.0,38.69,77.29,35.73,154.6,13.01,16.61,70.74,39.78,16.82,268.9,2553.0,251.3,105.35,642.6,34.49,11.65,101.8,92.94,48.01,256.1,104.45,109.08,224.15,41.85,,74.05,102.75,241.3,56.99,,30.47,2.93,7.08,9.88
2025-03-07 09:54:00+00:00,357.45,172.38,180.18,24.57,31.44,0.0,38.7,77.31,,154.65,12.99,16.61,70.72,39.83,16.82,268.8,2553.0,251.3,105.35,642.7,34.5,11.65,101.7,92.98,48.0,256.1,104.45,109.12,224.3,41.85,,74.05,102.85,241.6,56.98,,30.46,2.94,7.08,9.87
2025-03-07 09:56:00+00:00,357.2,172.22,180.0,24.56,31.34,0.0,38.68,77.28,35.7,154.6,12.99,16.6,70.7,39.81,16.81,268.7,2550.0,250.95,,642.1,34.48,11.66,101.65,92.96,47.99,256.1,104.25,109.12,224.25,41.85,,74.1,102.75,241.9,56.97,,30.46,2.94,7.07,
2025-03-07 09:58:00+00:00,357.0,172.24,180.08,24.61,31.31,0.0,38.7,77.22,35.65,154.6,13.01,16.6,70.72,39.81,16.83,268.7,2550.0,251.1,105.35,642.2,34.5,11.66,101.55,92.96,47.96,256.1,104.25,109.08,224.25,41.83,,,102.75,241.5,56.98,,30.45,2.95,7.07,9.86
2025-03-07 10:00:00+00:00,355.95,172.2,180.02,24.66,31.28,0.0,38.69,77.26,35.68,154.55,12.98,16.6,70.7,39.76,16.83,268.5,2548.0,250.8,105.3,641.2,34.49,11.66,101.35,93.04,47.99,256.0,104.2,109.02,224.4,41.87,,,102.7,240.9,56.95,,30.42,2.95,7.06,9.85
2025-03-07 10:02:00+00:00,355.9,172.2,180.0,24.6,31.3,0.0,38.7,77.22,35.7,154.35,12.98,16.6,70.68,39.76,16.83,268.2,2547.0,250.4,105.25,640.8,34.51,11.66,101.25,93.04,47.98,255.8,104.3,108.98,224.2,41.85,,,102.95,241.3,56.95,,30.43,2.95,7.06,9.84
2025-03-07 10:04:00+00:00,355.95,172.1,179.88,24.62,31.28,0.0,38.7,77.15,35.71,154.4,12.98,16.6,70.66,39.78,16.83,267.8,2546.0,250.25,105.2,640.1,34.51,11.66,101.15,93.04,47.93,255.9,104.25,108.94,224.1,41.85,,,102.8,241.6,56.91,,30.42,2.95,7.05,9.85
2025-03-07 10:06:00+00:00,356.65,171.88,179.78,24.6,31.29,0.0,38.66,77.03,35.71,154.45,12.96,16.58,70.61,39.76,16.84,267.6,2543.0,249.7,105.15,639.6,34.46,11.66,101.2,92.96,47.83,255.6,104.25,108.92,224.15,41.78,,74.1,102.75,241.5,56.87,,30.43,2.95,7.06,9.83
2025-03-07 10:08:00+00:00,356.2,171.82,179.58,24.6,31.25,0.0,38.61,77.03,35.63,154.55,12.95,16.57,70.56,39.74,16.83,267.3,2541.0,249.75,105.1,639.5,34.44,11.66,101.1,92.98,47.84,255.5,104.35,108.8,224.0,41.79,,74.1,102.7,241.8,56.85,,30.42,2.95,7.09,9.84
2025-03-07 10:10:00+00:00,356.45,171.94,179.54,24.57,31.25,0.0,38.6,77.01,35.66,154.7,,16.58,70.63,39.77,16.83,267.7,2541.0,249.5,105.15,639.3,34.47,11.66,101.25,93.06,47.82,255.7,104.55,108.92,224.05,41.78,,,102.75,242.1,56.87,,30.41,2.96,7.08,9.85
2025-03-07 10:12:00+00:00,356.6,172.08,179.86,24.61,31.33,0.0,38.63,77.05,35.7,154.6,12.97,16.59,70.66,39.77,16.81,267.7,2540.0,249.65,105.1,639.2,34.51,11.66,101.4,93.02,47.85,255.8,104.55,108.98,224.05,41.8,,74.1,102.75,242.7,56.88,,30.43,2.96,7.08,9.86
2025-03-07 10:14:00+00:00,356.35,171.92,179.68,24.53,31.34,0.0,38.6,77.0,35.66,154.45,12.98,16.59,70.66,39.74,16.81,267.3,2538.0,249.5,,638.0,34.48,11.66,101.35,93.08,47.85,255.6,104.55,108.94,223.9,41.81,,74.1,102.7,242.8,56.84,,30.41,2.96,7.07,9.85
2025-03-07 10:16:00+00:00,356.3,171.8,179.68,24.54,31.32,0.0,38.58,76.88,35.63,154.5,12.98,16.58,70.6,39.76,16.81,267.3,2537.0,249.5,105.05,638.0,34.44,11.67,101.35,93.0,47.81,255.5,104.5,108.92,223.95,41.75,,74.15,102.65,242.6,56.8,,30.37,2.96,,9.85
2025-03-07 10:18:00+00:00,356.15,171.88,179.7,24.54,31.24,0.0,38.59,76.91,35.61,154.6,12.98,16.59,70.64,39.77,16.81,267.5,2536.0,249.55,105.15,638.0,34.46,11.67,101.4,93.08,47.8,255.6,104.55,108.96,224.05,41.79,,74.2,102.6,242.2,56.8,,30.37,2.97,,9.84
2025-03-07 10:20:00+00:00,356.25,171.6,179.76,24.58,31.25,0.0,38.57,76.84,35.61,154.65,12.98,16.58,70.66,39.77,16.8,267.3,2537.0,249.2,105.1,637.7,34.46,11.66,101.35,93.08,47.77,255.4,104.55,108.9,224.1,41.79,,,102.55,242.4,56.78,,30.37,2.97,,9.85
2025-03-07 10:22:00+00:00,356.2,171.58,179.84,24.51,31.25,0.0,38.55,76.74,35.6,154.5,12.98,16.58,70.64,39.78,16.79,267.3,2538.0,249.35,105.15,637.9,34.45,11.66,101.45,93.08,47.78,255.5,104.6,108.88,224.05,41.79,,,102.55,242.8,56.75,,30.36,2.96,7.06,
2025-03-07 10:24:00+00:00,355.75,171.4,179.82,24.46,31.24,0.0,38.55,76.77,35.62,154.6,,16.58,70.58,39.78,16.8,267.3,2536.0,249.3,105.25,638.0,34.48,11.66,101.4,93.06,47.77,255.5,104.65,108.74,224.25,41.81,,74.15,102.8,243.3,56.75,,30.37,2.96,7.07,9.85
2025-03-07 10:26:00+00:00,355.2,171.3,179.68,24.41,31.26,0.0,38.53,76.67,35.61,154.4,12.98,16.56,70.54,39.76,16.78,267.4,2539.0,249.15,105.25,638.1,34.44,11.66,101.4,93.02,47.71,255.5,104.6,108.72,224.2,41.72,,74.2,102.6,243.1,56.78,,30.35,2.96,7.08,9.85
2025-03-07 10:28:00+00:00,355.5,171.16,179.56,24.44,31.26,0.0,38.52,76.71,35.62,154.4,12.98,16.57,70.53,39.76,16.78,267.2,2539.0,249.0,105.2,638.2,34.43,11.66,101.3,93.08,47.72,255.4,104.6,108.72,224.25,41.76,,,102.3,242.8,56.75,,30.35,2.95,7.09,9.86
2025-03-07 10:30:00+00:00,355.9,171.02,179.6,24.46,31.22,0.0,38.5,76.7,35.6,154.2,12.98,16.56,70.54,39.74,16.77,267.1,2537.0,248.75,105.15,637.7,34.44,11.66,101.35,93.06,47.72,255.4,104.65,108.74,224.1,41.78,,,102.35,242.8,56.74,,30.34,2.96,7.1,9.86
2025-03-07 10:32:00+00:00,356.45,171.04,179.6,24.49,31.18,0.0,38.51,76.7,35.63,154.35,12.97,16.58,70.54,39.76,16.77,267.2,2537.0,248.45,105.25,637.8,34.45,11.66,101.3,93.02,47.72,255.3,104.5,108.68,224.2,41.8,,74.2,102.25,242.3,56.72,,30.34,2.96,7.11,9.84
2025-03-07 10:34:00+00:00,356.7,171.4,179.8,24.49,31.21,0.0,38.59,76.75,35.72,154.45,12.98,16.59,70.6,39.81,16.82,267.4,2538.0,248.6,105.3,637.9,34.46,11.68,101.3,93.16,47.75,255.8,104.6,108.78,224.55,41.85,,74.2,102.55,243.1,56.77,,30.39,2.96,7.13,9.84
2025-03-07 10:36:00+00:00,356.1,171.26,179.6,24.51,31.21,0.0,38.53,76.7,35.7,154.4,12.98,16.57,70.56,39.78,16.82,267.3,2535.0,248.4,105.25,637.2,34.45,11.67,101.15,93.0,47.72,255.8,104.5,108.74,224.35,41.81,,74.25,102.3,243.2,56.72,,30.36,2.95,7.15,9.83
2025-03-07 10:38:00+00:00,355.95,171.1,179.58,24.53,31.22,0.0,38.49,76.65,35.7,154.35,12.98,16.57,70.6,39.78,16.82,267.2,2532.0,248.4,105.25,636.9,34.45,11.67,101.1,93.04,47.7,255.7,104.6,108.62,224.4,41.81,,74.35,102.3,243.1,56.69,,30.37,2.95,7.15,9.84
